,order_id,order_line,order_date,customer_id,product_id,quantity,bike_id,model,description,price,bikeshop_id,bikeshop_name,location,category_1,category_2,frame_material,city,state,total_price
4072,537,2,2012-07-20,25,94,1,94,Catalyst 1,Mountain - Sport - Aluminum,705,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Sport,Aluminum,New Orleans,LA,705
4073,537,3,2012-07-20,25,33,1,33,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Aluminum,New Orleans,LA,2130
4074,538,1,2012-07-24,13,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK,1570
4075,538,2,2012-07-24,13,22,1,22,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,9590,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK,9590
4076,538,3,2012-07-24,13,95,1,95,Catalyst 2,Mountain - Sport - Aluminum,585,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum,Oklahoma City,OK,585
4077,538,4,2012-07-24,13,21,1,21,CAAD8 Claris,Road - Elite Road - Aluminum,815,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK,815
4078,538,5,2012-07-24,13,70,1,70,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Carbon,Oklahoma City,OK,2880
4079,538,6,2012-07-24,13,36,1,36,Synapse Sora,Road - Endurance Road - Aluminum,1030,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK,1030
4080,539,1,2012-07-24,10,85,1,85,Habit Carbon 3,Mountain - Trail - Carbon,3730,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Carbon,Kansas City,KS,3730
4081,539,2,2012-07-24,10,37,3,37,Synapse Claris,Road - Endurance Road - Aluminum,870,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,2610
4082,539,3,2012-07-24,10,32,1,32,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,1840,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,1840
4083,539,4,2012-07-24,10,35,1,35,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,1250,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,1250
4084,539,5,2012-07-24,10,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,10,Kansas City 29ers,"Kansas City, KS",Mountain,Fat Bike,Aluminum,Kansas City,KS,2130
4085,539,6,2012-07-24,10,13,1,13,CAAD12 Red,Road - Elite Road - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,3200
4086,539,7,2012-07-24,10,21,1,21,CAAD8 Claris,Road - Elite Road - Aluminum,815,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,815
4087,539,8,2012-07-24,10,83,2,83,Habit Carbon 2,Mountain - Trail - Carbon,5330,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Carbon,Kansas City,KS,10660
4088,539,9,2012-07-24,10,29,1,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,2660
4089,539,10,2012-07-24,10,86,1,86,Habit 4,Mountain - Trail - Aluminum,2880,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2880
4090,539,11,2012-07-24,10,76,1,76,Beast of the East 1,Mountain - Trail - Aluminum,2770,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2770
4091,539,12,2012-07-24,10,60,1,60,Scalpel-Si Carbon 4,Mountain - Cross Country Race - Carbon,4260,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,4260
4092,539,13,2012-07-24,10,44,1,44,SuperX Ultegra,Road - Cyclocross - Carbon,2450,10,Kansas City 29ers,"Kansas City, KS",Road,Cyclocross,Carbon,Kansas City,KS,2450
4093,539,14,2012-07-24,10,28,2,28,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,3200,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,6400
4094,539,15,2012-07-24,10,91,1,91,Trail 3,Mountain - Sport - Aluminum,1080,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1080
4095,539,16,2012-07-24,10,42,1,42,Slice 105,Road - Triathalon - Carbon,1950,10,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS,1950
4096,539,17,2012-07-24,10,17,1,17,CAAD12 105,Road - Elite Road - Aluminum,1680,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1680
4097,539,18,2012-07-24,10,73,1,73,F-Si 3,Mountain - Cross Country Race - Aluminum,1840,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,1840
4098,540,1,2012-07-25,10,95,2,95,Catalyst 2,Mountain - Sport - Aluminum,585,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1170
4099,540,2,2012-07-25,10,41,1,41,Slice Ultegra,Road - Triathalon - Carbon,2700,10,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS,2700
4100,540,3,2012-07-25,10,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,2660
4101,540,4,2012-07-25,10,65,2,65,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,6400
4102,540,5,2012-07-25,10,26,3,26,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,4800,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,14400
4103,540,6,2012-07-25,10,90,1,90,Trail 2,Mountain - Sport - Aluminum,1350,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1350
4104,540,7,2012-07-25,10,64,1,64,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,4260,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,4260
4105,540,8,2012-07-25,10,70,1,70,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,2880
4106,540,9,2012-07-25,10,32,1,32,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,1840,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,1840
4107,540,10,2012-07-25,10,10,1,10,Supersix Evo Tiagra,Road - Elite Road - Carbon,1840,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS,1840
4108,540,11,2012-07-25,10,89,1,89,Trail 1,Mountain - Sport - Aluminum,1520,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1520
4109,540,12,2012-07-25,10,87,1,87,Habit 5,Mountain - Trail - Aluminum,2340,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2340
4110,540,13,2012-07-25,10,76,1,76,Beast of the East 1,Mountain - Trail - Aluminum,2770,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2770
4111,540,14,2012-07-25,10,78,1,78,Beast of the East 3,Mountain - Trail - Aluminum,1620,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,1620
4112,540,15,2012-07-25,10,17,1,17,CAAD12 105,Road - Elite Road - Aluminum,1680,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1680
4113,540,16,2012-07-25,10,9,1,9,Supersix Evo 105,Road - Elite Road - Carbon,2240,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS,2240
4114,540,17,2012-07-25,10,92,2,92,Trail 4,Mountain - Sport - Aluminum,980,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1960
4115,541,1,2012-07-26,11,25,1,25,Synapse Hi-Mod Disc Ultegra,Road - Endurance Road - Carbon,5330,11,New York Cycles,"New York, NY",Road,Endurance Road,Carbon,New York,NY,5330
4116,541,2,2012-07-26,11,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,11,New York Cycles,"New York, NY",Road,Endurance Road,Aluminum,New York,NY,1570
4117,541,3,2012-07-26,11,54,1,54,Trigger Carbon 4,Mountain - Over Mountain - Carbon,3200,11,New York Cycles,"New York, NY",Mountain,Over Mountain,Carbon,New York,NY,3200
4118,541,4,2012-07-26,11,90,1,90,Trail 2,Mountain - Sport - Aluminum,1350,11,New York Cycles,"New York, NY",Mountain,Sport,Aluminum,New York,NY,1350
4119,541,5,2012-07-26,11,78,1,78,Beast of the East 3,Mountain - Trail - Aluminum,1620,11,New York Cycles,"New York, NY",Mountain,Trail,Aluminum,New York,NY,1620
4120,541,6,2012-07-26,11,41,1,41,Slice Ultegra,Road - Triathalon - Carbon,2700,11,New York Cycles,"New York, NY",Road,Triathalon,Carbon,New York,NY,2700
4121,541,7,2012-07-26,11,89,2,89,Trail 1,Mountain - Sport - Aluminum,1520,11,New York Cycles,"New York, NY",Mountain,Sport,Aluminum,New York,NY,3040
4122,541,8,2012-07-26,11,66,1,66,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,11,New York Cycles,"New York, NY",Mountain,Cross Country Race,Carbon,New York,NY,11190
4123,541,9,2012-07-26,11,33,1,33,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,11,New York Cycles,"New York, NY",Road,Endurance Road,Aluminum,New York,NY,2130
4124,542,1,2012-07-26,20,39,1,39,Slice Hi-Mod Dura Ace D12,Road - Triathalon - Carbon,4500,20,Portland Bi-peds,"Portland, OR",Road,Triathalon,Carbon,Portland,OR,4500
4125,542,2,2012-07-26,20,77,7,77,Beast of the East 2,Mountain - Trail - Aluminum,2130,20,Portland Bi-peds,"Portland, OR",Mountain,Trail,Aluminum,Portland,OR,14910
4126,542,3,2012-07-26,20,74,1,74,Fat CAAD1,Mountain - Fat Bike - Aluminum,3730,20,Portland Bi-peds,"Portland, OR",Mountain,Fat Bike,Aluminum,Portland,OR,3730
4127,542,4,2012-07-26,20,30,1,30,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,2660,20,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon,Portland,OR,2660
4128,542,5,2012-07-26,20,35,1,35,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,1250,20,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Aluminum,Portland,OR,1250
4129,542,6,2012-07-26,20,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,20,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Aluminum,Portland,OR,2340
4130,542,7,2012-07-26,20,97,1,97,Catalyst 4,Mountain - Sport - Aluminum,415,20,Portland Bi-peds,"Portland, OR",Mountain,Sport,Aluminum,Portland,OR,415
4131,543,1,2012-07-26,26,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,26,Miami Race Equipment,"Miami, FL",Mountain,Fat Bike,Aluminum,Miami,FL,2130
4132,543,2,2012-07-26,26,93,1,93,Trail 5,Mountain - Sport - Aluminum,815,26,Miami Race Equipment,"Miami, FL",Mountain,Sport,Aluminum,Miami,FL,815
4133,543,3,2012-07-26,26,38,1,38,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,7000,26,Miami Race Equipment,"Miami, FL",Road,Triathalon,Carbon,Miami,FL,7000
4134,543,4,2012-07-26,26,9,1,9,Supersix Evo 105,Road - Elite Road - Carbon,2240,26,Miami Race Equipment,"Miami, FL",Road,Elite Road,Carbon,Miami,FL,2240
4135,543,5,2012-07-26,26,11,1,11,CAAD12 Black Inc,Road - Elite Road - Aluminum,5860,26,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL,5860
4136,543,6,2012-07-26,26,80,1,80,Bad Habit 2,Mountain - Trail - Aluminum,2660,26,Miami Race Equipment,"Miami, FL",Mountain,Trail,Aluminum,Miami,FL,2660
4137,543,7,2012-07-26,26,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,26,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL,2660
4138,543,8,2012-07-26,26,29,1,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,26,Miami Race Equipment,"Miami, FL",Road,Endurance Road,Carbon,Miami,FL,2660
4139,544,1,2012-07-26,13,36,1,36,Synapse Sora,Road - Endurance Road - Aluminum,1030,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK,1030
4140,544,2,2012-07-26,13,20,1,20,CAAD8 Sora,Road - Elite Road - Aluminum,1030,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK,1030
4141,544,3,2012-07-26,13,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK,1570
4142,544,4,2012-07-26,13,8,2,8,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,2660,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK,5320
4143,544,5,2012-07-26,13,2,1,2,Supersix Evo Hi-Mod Team,Road - Elite Road - Carbon,10660,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK,10660
4144,544,6,2012-07-26,13,31,1,31,Synapse Carbon 105,Road - Endurance Road - Carbon,2240,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK,2240
4145,544,7,2012-07-26,13,58,2,58,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,6390,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Carbon,Oklahoma City,OK,12780
4146,544,8,2012-07-26,13,40,1,40,Slice Ultegra D12,Road - Triathalon - Carbon,3200,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK,3200
4147,544,9,2012-07-26,13,28,1,28,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,3200,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK,3200
4148,544,10,2012-07-26,13,80,1,80,Bad Habit 2,Mountain - Trail - Aluminum,2660,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK,2660
4149,544,11,2012-07-26,13,33,1,33,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK,2130
4150,544,12,2012-07-26,13,73,1,73,F-Si 3,Mountain - Cross Country Race - Aluminum,1840,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Aluminum,Oklahoma City,OK,1840
4151,544,13,2012-07-26,13,70,1,70,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Carbon,Oklahoma City,OK,2880
4152,544,14,2012-07-26,13,90,1,90,Trail 2,Mountain - Sport - Aluminum,1350,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum,Oklahoma City,OK,1350
4153,544,15,2012-07-26,13,29,1,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK,2660
4154,544,16,2012-07-26,13,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Fat Bike,Aluminum,Oklahoma City,OK,2130
4155,544,17,2012-07-26,13,21,2,21,CAAD8 Claris,Road - Elite Road - Aluminum,815,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK,1630
4156,544,18,2012-07-26,13,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK,2660
4157,544,19,2012-07-26,13,46,1,46,SuperX Rival CX1,Road - Cyclocross - Carbon,1750,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon,Oklahoma City,OK,1750
4158,545,1,2012-07-27,8,67,1,67,F-Si Hi-Mod Team,Mountain - Cross Country Race - Carbon,9060,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,9060
4159,545,2,2012-07-27,8,36,1,36,Synapse Sora,Road - Endurance Road - Aluminum,1030,8,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Aluminum,Denver,CO,1030
4160,545,3,2012-07-27,8,66,2,66,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,22380
4161,545,4,2012-07-27,8,70,1,70,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,2880
4162,545,5,2012-07-27,8,96,1,96,Catalyst 3,Mountain - Sport - Aluminum,480,8,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO,480
4163,545,6,2012-07-27,8,31,1,31,Synapse Carbon 105,Road - Endurance Road - Carbon,2240,8,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO,2240
4164,545,7,2012-07-27,8,88,1,88,Habit 6,Mountain - Trail - Aluminum,1950,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO,1950
4165,545,8,2012-07-27,8,57,1,57,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,7460,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,7460
4166,545,9,2012-07-27,8,61,1,61,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO,3200
4167,545,10,2012-07-27,8,7,1,7,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,3200,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO,3200
4168,545,11,2012-07-27,8,54,1,54,Trigger Carbon 4,Mountain - Over Mountain - Carbon,3200,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,3200
4169,545,12,2012-07-27,8,40,1,40,Slice Ultegra D12,Road - Triathalon - Carbon,3200,8,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO,3200
4170,545,13,2012-07-27,8,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,2660
4171,545,14,2012-07-27,8,62,1,62,Scalpel 29 Carbon Race,Mountain - Cross Country Race - Carbon,6390,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,6390
4172,545,15,2012-07-27,8,49,1,49,Jekyll Carbon 3,Mountain - Over Mountain - Carbon,3840,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,3840
4173,545,16,2012-07-27,8,30,1,30,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,2660,8,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO,2660
4174,545,17,2012-07-27,8,59,1,59,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,5330,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,5330
4175,546,1,2012-07-27,29,35,9,35,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,1250,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN,11250
4176,546,2,2012-07-27,29,29,7,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,18620
4177,546,3,2012-07-27,29,15,1,15,CAAD12 Ultegra,Road - Elite Road - Aluminum,2240,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN,2240
4178,546,4,2012-07-27,29,7,1,7,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,3200,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,3200
4179,546,5,2012-07-27,29,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,29,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Aluminum,Indianapolis,IN,2340
4180,546,6,2012-07-27,29,33,1,33,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN,2130
4181,546,7,2012-07-27,29,32,1,32,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,1840,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,1840
4182,546,8,2012-07-27,29,18,1,18,CAAD8 105,Road - Elite Road - Aluminum,1410,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN,1410
4183,546,9,2012-07-27,29,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN,1570
4184,546,10,2012-07-27,29,22,1,22,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,9590,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,9590
4185,546,11,2012-07-27,29,10,1,10,Supersix Evo Tiagra,Road - Elite Road - Carbon,1840,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,1840
4186,546,12,2012-07-27,29,65,4,65,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,29,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Aluminum,Indianapolis,IN,12800
4187,546,13,2012-07-27,29,6,5,6,Supersix Evo Red,Road - Elite Road - Carbon,3940,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,19700
4188,546,14,2012-07-27,29,43,1,43,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,3500,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Cyclocross,Carbon,Indianapolis,IN,3500
4189,546,15,2012-07-27,29,8,1,8,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,2660,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,2660
4190,546,16,2012-07-27,29,97,3,97,Catalyst 4,Mountain - Sport - Aluminum,415,29,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN,1245
4191,546,17,2012-07-27,29,9,1,9,Supersix Evo 105,Road - Elite Road - Carbon,2240,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,2240
4192,547,1,2012-07-31,22,25,1,25,Synapse Hi-Mod Disc Ultegra,Road - Endurance Road - Carbon,5330,22,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Carbon,Ann Arbor,MI,5330
4193,547,2,2012-07-31,22,37,2,37,Synapse Claris,Road - Endurance Road - Aluminum,870,22,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Aluminum,Ann Arbor,MI,1740
4194,548,1,2012-08-01,18,41,1,41,Slice Ultegra,Road - Triathalon - Carbon,2700,18,Los Angeles Cycles,"Los Angeles, CA",Road,Triathalon,Carbon,Los Angeles,CA,2700
4195,548,2,2012-08-01,18,8,2,8,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,2660,18,Los Angeles Cycles,"Los Angeles, CA",Road,Elite Road,Carbon,Los Angeles,CA,5320
4196,548,3,2012-08-01,18,21,1,21,CAAD8 Claris,Road - Elite Road - Aluminum,815,18,Los Angeles Cycles,"Los Angeles, CA",Road,Elite Road,Aluminum,Los Angeles,CA,815
4197,548,4,2012-08-01,18,29,1,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,18,Los Angeles Cycles,"Los Angeles, CA",Road,Endurance Road,Carbon,Los Angeles,CA,2660
4198,548,5,2012-08-01,18,9,1,9,Supersix Evo 105,Road - Elite Road - Carbon,2240,18,Los Angeles Cycles,"Los Angeles, CA",Road,Elite Road,Carbon,Los Angeles,CA,2240
4199,549,1,2012-08-02,10,65,1,65,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,3200
4200,549,2,2012-08-02,10,19,1,19,CAAD8 Tiagra,Road - Elite Road - Aluminum,1250,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1250
4201,549,3,2012-08-02,10,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,2340
4202,549,4,2012-08-02,10,74,1,74,Fat CAAD1,Mountain - Fat Bike - Aluminum,3730,10,Kansas City 29ers,"Kansas City, KS",Mountain,Fat Bike,Aluminum,Kansas City,KS,3730
4203,549,5,2012-08-02,10,49,1,49,Jekyll Carbon 3,Mountain - Over Mountain - Carbon,3840,10,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS,3840
4204,549,6,2012-08-02,10,97,1,97,Catalyst 4,Mountain - Sport - Aluminum,415,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,415
4205,549,7,2012-08-02,10,91,1,91,Trail 3,Mountain - Sport - Aluminum,1080,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1080
4206,549,8,2012-08-02,10,87,1,87,Habit 5,Mountain - Trail - Aluminum,2340,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2340
4207,549,9,2012-08-02,10,37,1,37,Synapse Claris,Road - Endurance Road - Aluminum,870,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,870
